Giá,DT,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
"5,3 tỷ",90 m,Đường Hồ Huân Nghiệp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,18m,2,---
60 tỷ,180 m,Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Nhà hàng, khách sạn",---,---,9m,10,---,20m,48,---
"8,8 tỷ",100 m,Đường Tố Hữu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,3,---,20m,3,---
"12,3 tỷ",165 m,Đường Mai Chí Thọ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Nam,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"8,25m",---,---,20m,---,---
"9,5 tỷ",169 m,Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"8,6m",2,Y,20m,3,---
10 tỷ,90 m,Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,"4,5m",3,---,20m,3,---
"6,3 tỷ",125 m,Đường Nguyễn Khắc Cần, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,25m,2,---
"3,2 tỷ",90 m,Đường Lý Văn Phức, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,18m,---,---
16 tỷ,120 m,Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,15m,---,Nhà mặt tiền,---,---,"4,9m",7,---,"17,5m",18,---
"4,2 tỷ",56 m,Đường Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,4m,---,---,14m,3,---
"8,7 tỷ",100 m,Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,5m,2,---,20m,3,---
"4,2 tỷ",80 m,Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Đông,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,1,Y,20m,1,---
11 tỷ,175 m,Đường Khuê Mỹ Đông 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,"17,5m",---,---
67 tỷ,292 m,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,15m,---,"Nhà hàng, khách sạn",---,---,11m,5,---,25m,27,---
3 tỷ,128 m,Đường Phạm Thị Lam Anh, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,25m",2,---,25m,3,---
"3,9 tỷ",92 m,Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Tây Nam,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"8,9m",2,---,11m,2,---
"7,99 tỷ",119 m,Đường Nguyễn Văn Linh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",---,---,5m,---,---,24m,---,---
"3,15 tỷ",100 m,Đường Võ Sạ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,Mặt bằng,Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"4,8 tỷ",100 m,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,25m,---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
41 tỷ,158 m,Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng,Tây,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"6,9m",2,Y,22m,3,---
"5,5 tỷ",90 m,Đường Tôn Quang Phiệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,Y,20m,---,---
21 tỷ,187 m,Đường Phan Đăng Lưu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,Y,Cần bán,15m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"7,5m",1,Y,25m,2,---
"8,9 tỷ",132 m,Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Đông Nam,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,2,---,30m,3,---
"8,5 tỷ",42 m,Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,4,---,12m,3,---
11 tỷ,152 m,Đường Hà Thị Thân, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"7,3m",---,---,21m,---,---
"3,65 tỷ",100 m,Đường Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Giấy tờ hợp lệ,---,5m,---,---,20m,---,---
"3,75 tỷ",100 m,Đường Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"5,4 tỷ",165 m,Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,11m,2,Y,15m,3,---
"3,75 tỷ",100 m,Đường Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"6,4 tỷ",108 m,Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,Y,21m,3,---
"2,87 tỷ",117 m,Đường Huỳnh Tịnh Của, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng,Tây,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,1,Y,"23,5m",3,---
"5,3 tỷ",81 m,Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,Y,18m,---,---
"3,15 tỷ",75 m,Đường Xuân Thiều 17, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"3,7m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,6m,---,Y,"12,5m",---,---
31 tỷ,300 m,68 Đường Song Hào, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,Y,Cần bán,33m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,15m,35,Y,20m,5,---
10 tỷ,167 m,Đường Trần Thánh Tông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,33m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"8,5m",---,---,20m,---,---
"5,5 tỷ",90 m,Đường Tôn Quang Phiệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",---,---,"4,5m",---,---,20m,---,---
"5,1 tỷ",100 m,Đường Vũ Đình Liên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,5m,2,---,20m,3,---
"4,4 tỷ",100 m,Đường Phan Thao, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",---,---,5m,---,---,20m,---,---
"19,2 tỷ",240 m,Đường Mỹ Đa Đông 11, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"14,86m",---,---,"16,24m",---,---
"29,9 tỷ",75 m,Đường Nguyễn Văn Linh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,33m,Y,Nhà mặt tiền,---,Y,5m,1,Y,16m,1,---
"8,1 tỷ",62 m,Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,8m",5,---,12m,4,---
"10,3 tỷ",100 m,Đường Nghiêm Xuân Yêm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,10m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,---,5,Y,---,11,---
"6,3 tỷ",140 m,Đường Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Nam,---,Cần bán,33m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,3m",---,---,26m,---,---
"2,05 tỷ",100 m,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,"Đất nền, liền kề, đất dự án",---,---,5m,---,---,20m,---,---
12 tỷ,133 m,Đường Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"7,5m",5,---,"19,6m",5,---
630 triệu,120 m,Đường Âu Dương Lân, Xã Hòa Khương, Huyện Hòa Vang, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,6m,---,---,20m,---,---
"4,68 tỷ",100 m,Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,"7,5m",---,Nhà mặt tiền,Giấy tờ hợp lệ,---,5m,3,---,100m,3,---
"7,8 tỷ",71 m,Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,"14,3m",3,---
"4,4 tỷ",100 m,Đường Khương Hữu Dụng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Nam,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,5m,2,---,20m,3,---
"14,5 tỷ",92 m,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,20m,---,---
"6,5 tỷ",100 m,Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Nam,---,Cần bán,"7,5m",---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"4,25 tỷ",165 m,Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,Y,8m,5,Y,21m,5,---
"2,5 tỷ",150 m,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông,---,Cần bán,"10,m",---,"Đất nền, liền kề, đất dự án",---,---,"7,5m",---,---,20m,---,---
"5,7 tỷ",92 m,Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,Y,"18,5m",2,---
"4,5 tỷ",100 m,Trung Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,Y,20m,---,---
5 tỷ,100 m,Đường Hà Đông 3, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
6 tỷ,300 m,Đường số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,15m,---,---,20m,---,---
"2,95 tỷ",91 m,Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,Đông Nam,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"5,35m",---,---,"17,1m",---,---
"8,7 tỷ",124 m,Đường Ngô Quyền, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,---,25m,---,---
"8,7 tỷ",175 m,Đường Thủ Khoa Huân, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"6,28m",1,Y,30m,4,---
33 tỷ,120 m,Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,10m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
"4,5 tỷ",60 m,Đường Hóa Mỹ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây,---,Cần bán,7m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,Y,12m,4,---
"3,6 tỷ",51 m,Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,Tây Nam,---,Cần bán,"4,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,1,Y,10m,2,---
"4,3 tỷ",100 m,Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Nam,---,Cần bán,"7,5m",---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
30 tỷ,127 m,Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,Y,Cần bán,11m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,6m,2,Y,"21,2m",2,---
"5,7 tỷ",100 m,Đường Võ An Ninh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,Y,20m,---,---
"4,3 tỷ",74 m,Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,Tây Bắc,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"3,5m",4,Y,"21,5m",4,---
3 tỷ,57 m,Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,Tây,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,7m,2,Y,9m,3,---
6 tỷ,100 m,Đường Phạm Tứ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông Nam,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,Y,20m,2,---
22 tỷ,1.250 m,Đại Lộ Trung Lương, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,5m,---,Nhà mặt tiền,Giấy tờ hợp lệ,---,5m,5,---,55m,5,---
5 tỷ,100 m,Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Nam,---,Cần bán,12m,---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"2,3 tỷ",100 m,Đường số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"5,49 tỷ",85 m,Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,17m,3,---
5 tỷ,118 m,Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,"26,3m",---,---
7 tỷ,109 m,Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"21,8m",---,---
"14,7 tỷ",370 m,Đường Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"4,1m",---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,15m,1,---,24m,1,---
550 triệu,80 m,Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông,---,Cần bán,20m,---,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,---,5m,11,---,16m,2,---
"6,5 tỷ",80 m,Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Tây Nam,---,Cần bán,7m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,16m,---,---
"18,5 tỷ",120 m,55 Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Đông Nam,Y,Cần bán,17m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,6m,4,Y,20m,3,---
"4,99 tỷ",102 m,Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"5,6 tỷ",171 m,Đường Cẩm Bắc 6, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,Đông,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,13m,2,Y,20m,2,---
"8,8 tỷ",100 m,Đường Tố Hữu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,20m,3,---
16 tỷ,122 m,Đường Phan Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,6m,7,Y,20m,22,---
"10,8 tỷ",92 m,Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng,Đông,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"7,7m",3,Y,12m,4,---
"22,5 tỷ",1.300 m,Đường Trường Chinh, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,5m,---,Nhà mặt tiền,---,---,---,5,---,---,5,---
22 tỷ,1.200 m,Đường Trường Sơn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,5m,---,Nhà mặt tiền,---,---,5m,5,---,---,5,---
3 tỷ,57 m,Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,Tây,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,7m,2,Y,9m,3,---
"4,8 tỷ",85 m,Đường Lương Văn Can, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,17m,---,---
"4,4 tỷ",125 m,Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,25m,---,---
10 tỷ,90 m,Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,20m,4,---
"6,9 tỷ",100 m,Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Bắc,---,Cần bán,30m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"2,2 tỷ",150 m,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,21m,---,"Đất nền, liền kề, đất dự án",---,---,"7,5m",---,---,20m,---,---
"5,9 tỷ",71 m,Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,---,Cần bán,7m,---,Nhà mặt tiền,---,---,4m,3,---,15m,4,---
"6,6 tỷ",100 m,Đường Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
"5,6 tỷ",93 m,Đường Hương Hải Thiền Sư, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,---,3,---
"3,099 tỷ",98 m,Đường Lê Đình Kỵ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,5m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,7m",1,---,"17,1m",2,---
"5,9 tỷ",120 m,Đường An Thượng 19, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,"5,5m",2,---,---,5,---
"6,5 tỷ",227 m,Đường Đông Trà 2, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Đông,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",---,---,8m,---,---,29m,---,---
"8,7 tỷ",53 m,Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,3m",3,---,"12,5m",3,---
"3,3 tỷ",108 m,Đường Bàu Mạc 8, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"21,5m",---,---
550 triệu,80 m,Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông,---,Cần bán,"7,5m",---,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,---,10m,5,---,20m,3,---
"3,03 tỷ",90 m,Đường Nguyễn Tuyển, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,2,---,18m,2,---
"4,5 tỷ",108 m,Đường Trương Chí Cương, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà trong hẻm,---,---,---,---,---,---,---,---
3 tỷ,70 m,Đường Ngô Sĩ Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,5m,---,Nhà trong hẻm,---,---,4m,2,---,19m,3,---
"7,3 tỷ",78 m,Đường An Nhơn 1, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,5m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,"15,4m",4,---
"3,33 tỷ",84 m,Đường Nguyễn Nghiễm, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,5m5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"16,90m",---,---
"2,3 tỷ",150 m,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,20m,---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,"7,5m",---,---,20m,---,---
"6,5 tỷ",69 m,Đường Phan Thúc Duyện, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,"4,65m",2,---,"14,5m",2,---
"5,05 tỷ",81 m,Đường Đa Mặn, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",2,---,18m,3,---
